0.6	2	5
0.6	2	6
0.6	2	7
0.6	2	8
0.6	2	9
0.6	20	0
0.6	20	1
0.6	20	2
0.6	20	3
0.6	20	4
0.6	20	5
0.6	20	6
0.6	20	7
0.6	20	8
0.6	20	9
0.6	200	0
0.6	200	1
0.6	200	2
0.6	200	3
0.6	200	4
0.6	200	5
0.6	200	6
0.6	200	7
0.6	200	8
0.6	200	9
0.6	2000	0
0.6	2000	1
0.6	2000	2
0.6	2000	3
0.6	2000	4
0.6	2000	5
0.6	2000	6
0.6	2000	7
0.6	2000	8
0.6	2000	9
0.6	20000	0
0.6	20000	1
0.6	20000	2
0.6	20000	3
0.6	20000	4
0.6	20000	5
0.6	20000	6
0.6	20000	7
0.6	20000	8
0.6	20000	9
0.6	200000	0
0.6	200000	1
0.6	200000	2
0.6	200000	3
0.6	200000	4
0.6	200000	5
0.6	200000	6
0.6	200000	7
0.6	200000	8
0.6	200000	9
1.5	0.2	0
1.5	0.2	1
1.5	0.2	2
1.5	0.2	3
1.5	0.2	4
1.5	0.2	5
1.5	0.2	6
1.5	0.2	7
1.5	0.2	8
1.5	0.2	9
1.5	2	0
1.5	2	1
1.5	2	2
1.5	2	3
1.5	2	4
1.5	2	5
1.5	2	6
1.5	2	7
1.5	2	8
1.5	2	9
1.5	20	0
1.5	20	1
1.5	20	2
1.5	20	3
1.5	20	4
1.5	20	5
1.5	20	6
1.5	20	7
1.5	20	8
1.5	20	9
1.5	200	0
1.5	200	1
1.5	200	2
1.5	200	3
1.5	200	4
1.5	200	5
1.5	200	6
1.5	200	7
1.5	200	8
1.5	200	9
1.5	2000	0
1.5	2000	1
1.5	2000	2
1.5	2000	3
1.5	2000	4
1.5	2000	5
1.5	2000	6
1.5	2000	7
1.5	2000	8
1.5	2000	9
1.5	20000	0
1.5	20000	1
1.5	20000	2
1.5	20000	3
1.5	20000	4
1.5	20000	5
1.5	20000	6
1.5	20000	7
1.5	20000	8
1.5	20000	9
1.5	200000	0
1.5	200000	1
1.5	200000	2
1.5	200000	3
1.5	200000	4
1.5	200000	5
1.5	200000	6
1.5	200000	7
1.5	200000	8
1.5	200000	9
3	0.2	0
3	0.2	1
3	0.2	2
3	0.2	3
3	0.2	4
3	0.2	5
3	0.2	6
3	0.2	7
3	0.2	8
3	0.2	9
3	2	0
3	2	1
3	2	2
3	2	3
3	2	4
3	2	5
3	2	6
3	2	7
3	2	8
3	2	9
3	20	0
3	20	1
3	20	2
3	20	3
3	20	4
3	20	5
3	20	6
3	20	7
3	20	8
3	20	9
3	200	0
3	200	1
3	200	2
3	200	3
3	200	4
3	200	5
3	200	6
3	200	7
3	200	8
3	200	9
3	2000	0
3	2000	1
3	2000	2
3	2000	3
3	2000	4
3	2000	5
3	2000	6
3	2000	7
3	2000	8
3	2000	9
3	20000	0
3	20000	1
3	20000	2
3	20000	3
3	20000	4
3	20000	5
3	20000	6
3	20000	7
3	20000	8
3	20000	9
3	200000	0
3	200000	1
3	200000	2
3	200000	3
3	200000	4
3	200000	5
3	200000	6
3	200000	7
3	200000	8
3	200000	9
